"Timestamp","Currency Pair","Change Status","Tweet status","Tweet content"
"2021-04-10 14:59:48.458735","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:59:48.970117","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:59:49.662731","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:59:50.233258","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:59:50.759088","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:59:51.416425","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:59:51.938136","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:59:52.469080","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:59:53.009179","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:59:53.531386","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:59:54.053118","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:59:54.680345","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:59:55.279523","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:59:55.870290","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:59:56.414518","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:59:56.978443","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:59:57.532312","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:59:58.046055","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:59:58.570318","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:59:59.063880","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:59:59.585439","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:00.120254","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:00.623675","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:01.157449","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:01.662195","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:02.181311","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:02.787749","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:03.327879","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:03.843887","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:04.368638","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:04.943831","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:05.549864","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:06.085923","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:06.677234","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:07.391454","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:07.998558","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:08.503376","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:09.029163","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:09.947559","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:10.494137","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:11.054823","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:11.574449","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:12.101562","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:12.631876","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:13.160444","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:13.683161","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:14.221291","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:15.279997","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:15.797637","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:16.374931","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:16.928223","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:17.415479","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:17.963584","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:18.559118","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:19.173336","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:20.185163","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:20.838054","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:21.522466","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:22.056112","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:22.600348","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:23.098415","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:23.632621","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:24.116192","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:24.697105","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:25.415944","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:25.951527","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:26.638169","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:27.162758","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:27.805183","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:28.532827","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:29.204580","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:29.745427","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:30.313709","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:30.892622","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:31.754259","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:32.295855","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:32.845566","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:33.503439","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:34.257467","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:35.037432","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:35.754137","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:36.273204","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:36.859428","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:37.390173","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:38.350952","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:38.838642","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:39.354916","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:40.664257","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:41.261623","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:41.774932","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:42.616883","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:43.331410","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:44.053146","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:44.623737","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:45.155984","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:45.786063","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:46.648007","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:47.185818","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:47.687755","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:48.293842","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:49.178260","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:49.709366","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:50.262126","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:50.803385","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:51.311702","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:51.917521","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:52.562639","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:53.085642","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:53.618953","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:54.198649","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:55.213608","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:55.768950","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:56.766136","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:57.383197","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:57.966971","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:58.778269","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:00:59.317589","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:00:59.849009","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:00.418504","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:00.907033","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:01.394735","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:01.915017","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:02.416039","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:02.969625","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:03.806507","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:04.838851","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:05.390900","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:05.906313","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:06.569540","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:07.053628","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:07.633965","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:08.134645","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:08.714872","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:09.271125","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:10.056612","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:11.034043","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:11.600927","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:12.152921","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:12.666723","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:13.430712","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:13.956869","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:14.544807","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:15.178283","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:16.008013","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:16.533170","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:17.057214","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:18.021274","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:18.567125","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:19.103589","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:19.780792","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:20.296191","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:21.040765","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:21.623746","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:22.134526","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:22.680016","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:23.264738","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:23.899909","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:24.425077","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:25.129323","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:25.736587","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:26.569247","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:27.097814","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:27.716054","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:28.279087","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:29.389704","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:30.286834","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:30.952046","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:31.664644","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:32.187040","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:32.794028","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:35.477201","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:36.007518","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:36.519398","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:37.027642","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:37.610612","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:38.157531","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:38.716571","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:39.270418","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:39.860246","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:40.443433","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:41.026694","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:41.588596","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:42.107605","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:42.681484","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:43.208881","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:43.704667","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:44.226475","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:44.723340","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:45.291499","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:46.000285","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:46.776966","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:47.339654","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:48.088722","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:48.676099","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:49.172807","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:49.716133","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:50.287235","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:51.129917","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:51.640602","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:52.170933","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:52.869353","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:53.576062","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:54.126452","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:54.911661","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:55.529796","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:56.139554","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:56.686930","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:57.314276","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:57.853391","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:58.343272","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:01:58.873541","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:01:59.480372","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:02:00.336171","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:02:00.901301","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:02:01.787464","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:02:02.382601","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:02:02.911734","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:02:03.415250","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:02:04.125679","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:02:04.684630","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:02:05.275883","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:02:05.838641","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:02:06.442067","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:02:07.011558","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:02:07.527122","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:02:08.047341","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:02:08.543208","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:02:09.085579","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:02:09.625464","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:02:10.172191","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:02:10.670749","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:02:11.221566","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:02:11.747149","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:02:12.294456","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:02:12.797697","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:02:13.352000","USDT-USDC","No change","No tweet","None"
"2021-04-10 15:02:14.004830","COMP-USDC","No change","No tweet","None"
