"Timestamp","Currency Pair","Change Status","Tweet status","Tweet content"
"2021-04-10 14:51:22.506095","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:23.057140","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:23.545913","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:24.064712","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:24.618859","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:25.166087","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:25.731168","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:26.285635","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:26.804676","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:27.379233","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:27.950254","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:28.502791","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:29.056280","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:29.584459","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:30.116308","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:30.654658","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:31.222571","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:31.804529","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:32.347614","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:32.895374","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:33.428863","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:33.980701","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:34.482007","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:35.105859","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:35.628023","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:36.182950","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:36.727562","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:37.211321","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:37.737009","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:38.291152","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:38.822762","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:39.381888","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:39.904700","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:40.491743","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:41.020190","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:41.575693","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:42.127461","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:42.699848","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:43.308708","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:43.825974","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:44.373821","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:44.940220","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:45.492749","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:46.027831","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:46.554981","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:47.131962","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:47.662642","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:48.189688","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:48.711606","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:49.296722","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:49.831306","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:50.349422","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:50.864426","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:51.407707","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:51.922191","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:52.471761","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:53.002784","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:53.542764","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:54.088211","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:54.610984","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:55.143430","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:55.640511","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:56.182502","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:56.725962","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:57.278505","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:57.827175","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:58.359812","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:58.889903","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:51:59.415923","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:51:59.990415","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:52:00.511826","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:52:01.140811","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:52:01.698150","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:52:02.214957","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:52:02.766354","COMP-USDC","No change","No tweet","None"
