"Timestamp","Currency Pair","Change Status","Tweet status"
"2021-04-11 00:24:21.960035","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.961227","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.963454","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.964415","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.966415","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.968414","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.969410","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.970413","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.972413","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.973412","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.974413","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.976411","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.977410","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.978412","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.980413","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.981412","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.984416","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.985413","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.987413","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.988412","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.989411","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.990413","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.992412","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.997414","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:21.999416","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.002411","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.003412","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.005412","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.006413","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.007413","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.009412","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.010411","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.012411","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.014411","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.015415","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.017414","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.019412","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.021414","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.023412","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.024411","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.026412","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.027411","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.028412","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.030411","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.031412","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.033415","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.033415","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.036412","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.038412","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.039411","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.041414","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.043412","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.045409","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.046410","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.047412","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.049419","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.052412","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.053412","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.054413","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.056410","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.057412","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.059411","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.060413","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.062410","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.062410","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.064414","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.066415","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.068413","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.069411","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.070411","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.072411","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.074411","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.075411","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.077411","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.078413","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.079412","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.081412","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.083415","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.087416","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.088413","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.090414","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.092412","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.094412","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.095415","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.097411","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.098411","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.100415","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.102412","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.103413","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.105412","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.106412","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.108412","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.109411","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.111411","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.112412","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.114411","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.116416","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.118412","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.120416","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.121431","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.123417","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.125411","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.126411","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.127411","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.128412","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.130411","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.132414","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.134416","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.136412","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.137411","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.139412","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.140411","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.142412","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.143413","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.144411","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.145410","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.145410","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.147410","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.147410","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.149413","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.154412","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.156413","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.157411","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.158414","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.160411","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.162412","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.163411","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.164411","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.166417","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.168412","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.169413","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.171412","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.173412","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.175416","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.176412","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.177412","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.179413","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.180412","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.186411","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.187415","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.189411","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.191412","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.192412","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.194412","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.195412","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.197413","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.199410","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.201411","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.203411","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.204412","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.206411","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.207413","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.208416","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.210412","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.212410","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.213412","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.219411","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.220413","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.223411","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.224412","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.226413","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.227411","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.228413","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.230411","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.233416","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.235412","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.237412","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.238412","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.239412","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.243410","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.245119","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.246113","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.248108","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.253110","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.255107","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.256943","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.258090","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.259612","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.261612","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.263612","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.265612","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.267579","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.268574","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.270575","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.272574","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.273574","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.274574","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.275576","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.277575","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.278575","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.279578","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.280573","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.286601","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.288574","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.289578","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.292576","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.294575","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.295577","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.297574","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.299577","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.301574","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.303573","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.304574","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.306580","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.306580","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.308575","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.310575","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.312574","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.313576","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.315575","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.319577","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.321576","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.323577","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.324577","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.326573","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.327574","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.329574","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.332574","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.334579","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.335577","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.336576","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.338574","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.339576","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.340575","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.342576","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.344573","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.345574","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.346574","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.347573","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.350578","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.352573","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.354578","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.355573","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.356573","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.357576","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.359574","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.359574","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.361576","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.363576","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.364573","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.366577","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.367575","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.369576","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.373576","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.374576","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.375574","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.376574","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.377576","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.379575","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.381577","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.383578","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.387575","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.388576","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.390574","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.392574","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.393574","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.394574","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.396577","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.397574","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.398578","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.400578","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.402575","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.403574","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.405576","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.406574","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.407574","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.408574","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.410573","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.411573","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.413574","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.414574","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.416578","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.418574","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.419574","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.421575","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.422576","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.424574","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.425576","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.426573","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.427574","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.428574","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.430574","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.433576","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.435575","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.436574","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.437575","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.439572","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.440574","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.442574","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:22.443573","USDT-USDC","ERROR","ERROR"
