"Timestamp","Currency Pair","Change Status","Tweet status"
"2021-04-11 00:24:23.146314","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.148312","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.149315","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.154315","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.155316","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.156315","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.158335","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.159316","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.160317","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.161316","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.164312","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.166314","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.167314","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.169313","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.171313","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.173313","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.174316","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.175314","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.177315","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.178313","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.181316","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.184315","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.187316","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.188317","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.190313","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.191314","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.193314","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.194313","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.196313","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.197314","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.200314","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.201314","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.203312","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.204322","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.205313","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.206311","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.208312","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.209314","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.210317","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.212313","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.214312","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.216316","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.218316","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.220314","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.221314","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.223313","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.224314","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.226314","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.227314","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.229314","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.230314","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.233313","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.235313","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.237317","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.238312","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.240313","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.241313","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.243315","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.244313","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.246312","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.247314","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.254311","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.256314","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.257312","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.258314","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.259314","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.261316","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.263316","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.264331","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.266314","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.268312","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.269312","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.270312","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.272313","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.273315","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.275313","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.276313","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.278319","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.279792","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.282788","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.284789","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.287039","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.288123","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.289757","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.291745","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.293732","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.294981","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.295506","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.297426","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.299424","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.300425","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.302425","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.303426","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.305422","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.307425","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.308425","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.312422","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.314423","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.316425","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.318423","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.320425","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.322423","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.324423","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.325422","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.326423","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.328422","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.329423","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.332424","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.333424","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.335425","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.336422","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.338423","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.339426","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.340424","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.342424","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.344423","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.345423","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.346424","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.347422","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.349427","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.352426","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.354421","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.355426","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.356424","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.357424","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.359421","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.360423","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.362426","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.363424","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.365424","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.367423","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.369422","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.373423","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.375422","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.376423","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.378432","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.379422","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.380425","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.384484","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.387424","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.388424","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.390424","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.392424","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.393425","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.395422","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.396427","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.398421","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.399423","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.401438","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.403424","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.405426","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.406425","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.407425","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.409425","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.410425","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.412423","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.414424","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.416424","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.418425","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.419422","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.422422","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.424423","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.425422","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.426424","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.428423","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.429425","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.436426","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.437425","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.439423","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.440423","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.443428","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.445422","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.447423","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.449449","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.452423","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.454423","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.455424","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.457422","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.458422","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.459421","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.461423","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.463424","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.464425","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.466427","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.469423","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.470424","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.472423","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.474423","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.475423","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.477423","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.478425","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.479423","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.483425","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.487424","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.488431","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.490424","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.492422","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.497424","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.499425","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.500423","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.502424","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.503425","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.505425","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.507422","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.508423","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.510428","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.513422","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.515422","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.517425","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.519425","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.520424","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.522421","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.524423","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.525422","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.526423","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.528423","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.529423","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.530423","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.533426","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.535426","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.536424","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.538423","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.539426","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.540424","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.543423","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.544423","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.546424","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.547811","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.552808","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.554811","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.556811","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.572810","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.574809","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.578501","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.580504","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.586527","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.588497","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.589751","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.591748","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.593747","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.594746","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.596747","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.597748","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.600755","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.603766","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.604749","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.606788","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.608308","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.610309","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.612307","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.614309","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.616309","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.617310","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.620316","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.622311","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.624308","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.625823","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.626817","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.628816","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.629818","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.631824","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.635815","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.636815","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.638819","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.639815","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.641816","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.642818","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.644816","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.645817","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.647818","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.649817","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.653821","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.654817","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.656816","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.657817","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.658817","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.660816","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.662820","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.663816","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.665817","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.667818","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.668817","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.670816","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.671816","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.673819","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.674818","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.676818","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.677816","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.679816","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.682819","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.684820","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.686815","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.687816","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.688818","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.690816","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.692815","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.693819","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.695816","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.696818","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.698833","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.702817","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.703818","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.704818","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.706816","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.707815","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.709816","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.710818","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.713818","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.715819","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.719821","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.720818","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.723823","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.724817","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.726816","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.728816","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.729823","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.732817","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.734816","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.735817","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.737817","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.738816","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.740815","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.741816","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.743816","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.744820","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.745837","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.747816","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.749817","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.751815","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.754816","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.756816","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.757815","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.759816","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.760817","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.762816","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.763816","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.765818","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.767817","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.769837","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.771815","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.772816","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.774815","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.775816","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.777815","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.778817","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.780817","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.783818","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.786821","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.788818","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.790816","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.792816","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.792816","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.795270","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.797163","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.800156","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.803158","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.804158","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.806218","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.807217","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.809393","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.810388","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.813348","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.815283","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.817490","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.819325","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.820303","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.822304","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.823308","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.825512","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.827033","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.828034","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.829033","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.831033","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.833036","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.836033","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.837033","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.838034","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.839032","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.841033","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.843032","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.844034","WETH-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.845036","COMP-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.846033","WBTC-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.848035","USDT-USDC","ERROR","ERROR"
"2021-04-11 00:24:23.853037","WETH-USDC","ERROR","ERROR"
