"Timestamp","Currency Pair","Change Status","Tweet status","Tweet content"
"2021-04-10 15:05:30.965322","WETH-USDC","ERROR","ERROR","ERROR"
"2021-04-10 15:05:31.581637","LINK-USDC","ERROR","ERROR","ERROR"
"2021-04-10 15:05:32.165261","AAVE-USDC","ERROR","ERROR","ERROR"
"2021-04-10 15:05:32.779661","SNX-USDC","ERROR","ERROR","ERROR"
"2021-04-10 15:05:33.276512","COMP-USDC","No change","No tweet","None"
"2021-04-10 15:05:33.869776","WBTC-USDC","ERROR","ERROR","ERROR"
"2021-04-10 15:05:34.457273","YFI-USDC","ERROR","ERROR","ERROR"
"2021-04-10 15:05:35.037774","USDT-USDC","No change","No tweet","None"
