"Timestamp","Currency Pair","Change Status","Tweet status","Tweet content"
"2021-04-10 14:52:49.797507","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:52:50.362967","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:52:50.869995","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:52:51.434640","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:52:51.960891","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:52:52.475585","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:52:53.065094","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:52:53.603205","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:52:54.127244","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:52:54.663991","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:52:55.179963","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:52:55.721973","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:52:56.263628","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:52:56.773452","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:52:57.329943","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:52:57.852340","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:52:58.412532","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:52:58.968440","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:52:59.550028","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:00.120558","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:53:00.686908","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:01.253020","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:53:01.777242","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:02.300643","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:53:02.896177","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:03.449220","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:53:03.982636","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:04.516952","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:53:05.059681","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:05.587720","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:53:06.114270","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:06.646834","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:53:07.215142","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:07.743103","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:53:08.334471","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:08.841169","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:53:09.402236","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:10.041197","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:53:10.525321","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:11.030093","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:53:11.559037","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:12.065504","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:53:12.659928","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:13.201007","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:53:13.763840","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:14.265126","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:53:14.782898","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:15.314696","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:53:15.840926","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:16.409088","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:53:16.978594","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:17.484058","USDT-USDC","No change","No tweet","None"
"2021-04-10 14:53:18.025653","COMP-USDC","No change","No tweet","None"
"2021-04-10 14:53:18.597120","USDT-USDC","No change","No tweet","None"
