"Timestamp","Currency Pair","Change Status","Tweet status","Tweet content"
"2021-04-10 12:34:04.913515","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:05.467701","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:06.047714","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:06.577394","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:07.113689","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:07.650192","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:08.182990","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:08.691927","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:09.220560","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:09.732661","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:10.226726","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:10.736978","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:11.357124","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:11.877467","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:12.419881","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:12.927893","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:13.451317","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:13.984497","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:14.511148","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:15.048609","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:15.571512","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:16.100953","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:16.608797","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:17.121009","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:17.661706","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:18.206062","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:18.732501","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:19.218808","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:19.764998","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:20.288425","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:20.812776","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:21.364523","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:21.894298","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:22.386751","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:23.070910","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:23.598183","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:24.119819","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:24.674466","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:25.235666","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:25.772205","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:26.265419","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:26.796438","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:27.328703","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:27.871270","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:28.430210","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:28.950151","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:29.467730","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:29.966546","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:30.511654","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:31.062101","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:31.596110","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:32.131259","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:32.688893","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:33.222588","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:33.750051","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:34.281656","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:34.780646","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:35.294614","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:35.848534","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:36.348799","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:36.872308","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:37.361516","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:37.866721","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:38.386497","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:38.930621","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:39.422903","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:39.936733","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:40.458402","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:40.954134","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:41.479022","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:42.022984","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:42.571716","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:43.097390","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:43.613044","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:44.124786","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:44.663590","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:45.198349","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:45.712906","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:46.233794","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:46.778866","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:47.301624","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:47.811089","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:48.347636","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:48.853376","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:49.384963","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:49.937133","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:50.482677","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:50.991798","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:51.531604","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:52.055537","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:52.605057","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:53.119451","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:53.656714","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:54.172154","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:54.741204","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:55.281429","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:55.851739","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:56.415362","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:56.957258","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:57.490110","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:58.095125","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:58.612087","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:34:59.155707","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:34:59.653084","USDT-USDC","No change","No tweet","None"
"2021-04-10 12:35:00.179212","COMP-USDC","No change","No tweet","None"
"2021-04-10 12:35:00.728274","USDT-USDC","No change","No tweet","None"
