"Timestamp","Currency Pair","Change Status","Tweet status"
"2021-04-11 00:30:27.302545","WETH-USDC","Change Detected","Tweeted"
"2021-04-11 00:30:30.043759","WBTC-USDC","Change Detected","Tweeted"
