"Timestamp","Currency Pair","Change Status","Tweet status"
"2021-04-11 00:26:24.939027","WETH-USDC","Change Detected","Tweeted"
"2021-04-11 00:26:26.425645","COMP-USDC","Change Detected","Tweeted"
"2021-04-11 00:26:27.858796","WBTC-USDC","Change Detected","Tweeted"
"2021-04-11 00:26:29.302547","USDT-USDC","Change Detected","Tweeted"
