"Timestamp","Currency Pair","Change Status","Tweet status"
"2021-04-11 18:52:34.372574","WETH-USDC","Change Detected","Tweeted"
"2021-04-11 18:52:35.898689","COMP-USDC","Change Detected","Tweeted"
"2021-04-11 18:52:37.370646","WBTC-USDC","Change Detected","Tweeted"
"2021-04-11 18:52:38.839893","USDT-USDC","Change Detected","Tweeted"
